2023-04-22 17:39:26,156.156	INFO	[main.py:11]	Config: {"exchanges": [{"volume": 1000}, {"volume": 1000}], "traders": [{"count": 10, "type": "Universalist", "markets": [0], "cash": 1000, "assets": [0]}, {"count": 10, "type": "Fundamentalist", "markets": [0], "cash": 1000, "assets": [0]}, {"count": 10, "type": "Chartist", "cash": 1000, "markets": [0, 1], "assets": [0, 0]}, {"count": 1, "type": "MarketMaker", "cash": 1000, "markets": [0, 1], "softlimits": [0, 0], "assets": [0, 0]}], "events": [{"type": "MarketPriceShock", "it": 200, "price_change": -50, "stock_id": 0}, {"type": "MarketPriceShock", "it": 304, "price_change": -50, "stock_id": 0}, {"type": "LiquidityShock", "it": 109, "volume_change": -20, "stock_id": 0}, {"type": "TransactionCost", "it": 320, "cost": 0.1, "stock_id": 0}], "iterations": 1000}
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 0 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 1 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 2 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 3 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 4 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 5 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 6 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 7 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 8 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 9 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 10 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 11 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 12 for 0 None
2023-04-22 17:39:26,159.159	INFO	[orders.py:21]	New ORDER 13 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 14 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 15 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 16 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 17 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 18 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 19 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 20 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 21 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 22 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 23 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 24 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 25 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 26 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 27 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 28 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 29 for 0 None
2023-04-22 17:39:26,160.160	INFO	[orders.py:21]	New ORDER 30 for 0 None
